country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Romania,ROU,1/22/2021,385936,374681,11255,37840,28895,2.01,1.95,0.06,1502,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/23/2021,418885,406006,12879,32949,31828,2.18,2.11,0.07,1654,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/24/2021,446285,433129,13156,27400,34461,2.32,2.25,0.07,1791,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/25/2021,484631,459567,25064,38346,35627,2.52,2.39,0.13,1852,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/26/2021,528378,487711,40667,43747,36905,2.75,2.54,0.21,1918,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/27/2021,570704,513429,57275,42326,37474,2.97,2.67,0.3,1948,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/28/2021,609396,534346,75050,38692,37329,3.17,2.78,0.39,1940,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/29/2021,647000,554924,92076,37604,37295,3.36,2.88,0.48,1939,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/30/2021,672396,571091,101305,25396,36216,3.5,2.97,0.53,1883,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,1/31/2021,691415,585218,106197,19019,35019,3.59,3.04,0.55,1820,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/1/2021,721184,598135,123049,29769,33793,3.75,3.11,0.64,1757,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/2/2021,748732,610383,138349,27548,31479,3.89,3.17,0.72,1636,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/3/2021,772202,620176,152026,23470,28785,4.01,3.22,0.79,1496,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/4/2021,794795,629279,165516,22593,26486,4.13,3.27,0.86,1377,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/5/2021,821552,638886,182666,26757,24936,4.27,3.32,0.95,1296,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/6/2021,840812,647690,193122,19260,24059,4.37,3.37,1,1251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/7/2021,856322,656177,200145,15510,23558,4.45,3.41,1.04,1225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/8/2021,891348,661062,230286,35026,24309,4.63,3.44,1.2,1264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/9/2021,930155,666942,263213,38807,25918,4.84,3.47,1.37,1347,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/10/2021,970967,671448,299519,40812,28395,5.05,3.49,1.56,1476,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/11/2021,1009422,675234,334188,38455,30661,5.25,3.51,1.74,1594,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/12/2021,1048798,679333,369465,39376,32464,5.45,3.53,1.92,1688,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/13/2021,1084096,683346,400750,35298,34755,5.64,3.55,2.08,1807,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/14/2021,1113975,686634,427341,29879,36808,5.79,3.57,2.22,1913,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/15/2021,1151112,696943,454169,37137,37109,5.98,3.62,2.36,1929,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/16/2021,1197089,715748,481341,45977,38133,6.22,3.72,2.5,1982,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/17/2021,1240408,734928,505480,43319,38492,6.45,3.82,2.63,2001,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/18/2021,1280228,753753,526476,39820,38687,6.65,3.92,2.74,2011,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/19/2021,1318356,771240,547116,38128,38508,6.85,4.01,2.84,2002,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/20/2021,1351280,788508,562772,32924,38169,7.02,4.1,2.93,1984,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/21/2021,1379224,803098,576126,27944,37893,7.17,4.17,2.99,1970,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/22/2021,1409088,819447,589641,29864,36854,7.32,4.26,3.07,1916,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/23/2021,1438433,836860,601573,29345,34478,7.48,4.35,3.13,1792,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/24/2021,1466650,855097,611553,28217,32320,7.62,4.44,3.18,1680,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/25/2021,1486908,872361,614547,20258,29526,7.73,4.53,3.19,1535,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/26/2021,1506033,890068,615965,19125,26811,7.83,4.63,3.2,1394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Romania,ROU,2/27/2021,1521737,905142,616595,15704,24351,7.91,4.71,3.21,1266,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/27.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
Russia,RUS,12/15/2020,28500,28500,,,,0.02,0.02,,,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/16/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/17/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/18/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/19/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/20/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/21/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/22/2020,52000,52000,,,3357,0.04,0.04,,23,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/23/2020,,,,,12592,,,,86,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/24/2020,,,,,21827,,,,150,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/25/2020,,,,,31061,,,,213,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/26/2020,,,,,40296,,,,276,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/27/2020,,,,,49531,,,,339,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/28/2020,,,,,58765,,,,403,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/29/2020,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/30/2020,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,12/31/2020,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/1/2021,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/2/2021,800000,800000,,,68000,0.55,0.55,,466,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/3/2021,,,,,60883,,,,417,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/4/2021,,,,,53766,,,,368,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/5/2021,,,,,46649,,,,320,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/6/2021,,,,,39532,,,,271,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/7/2021,,,,,32416,,,,222,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/8/2021,,,,,25299,,,,173,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/9/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/10/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/11/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/12/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/13/2021,1000000,1000000,,,18182,0.69,0.69,,125,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/14/2021,,,,,30380,,,,208,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/15/2021,,,,,42579,,,,292,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/16/2021,,,,,54777,,,,375,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/17/2021,,,,,66976,,,,459,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/18/2021,,,,,79174,,,,543,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/19/2021,,,,,91373,,,,626,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/20/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/21/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/22/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/23/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/24/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/25/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/26/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/27/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/28/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/29/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/30/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,1/31/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/1/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/2/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/3/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/4/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/5/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/6/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/7/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/8/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/9/2021,,,,,103571,,,,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Russia,RUS,2/10/2021,3900000,2200000,1700000,,103571,2.67,1.51,1.16,710,Sputnik V,Russian Direct Investment Fund,https://www.reuters.com/article/health-coronavirus-russia-vaccine-idINKBN2AA1UH
Saint Helena,SHN,2/3/2021,107,,,,,1.76,,,,Oxford/AstraZeneca,Government of Saint Helena,https://www.sainthelena.gov.sh/2021/news/covid-19-vaccination-programme-update/
Saudi Arabia,SAU,1/6/2021,100000,,,,,0.29,,,,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/7/2021,137862,,,37862,37862,0.4,,,1088,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/8/2021,,,,,23990,,,,689,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/9/2021,,,,,19366,,,,556,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/10/2021,,,,,17055,,,,490,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/11/2021,178337,,,,15667,0.51,,,450,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/12/2021,,,,,16312,,,,469,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/13/2021,,,,,16772,,,,482,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/14/2021,,,,,14153,,,,407,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/15/2021,,,,,15498,,,,445,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/16/2021,,,,,16843,,,,484,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/17/2021,295530,,,,18187,0.85,,,522,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/18/2021,,,,,17886,,,,514,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/19/2021,,,,,16240,,,,466,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/20/2021,,,,,14594,,,,419,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/21/2021,,,,,12948,,,,372,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/22/2021,,,,,11302,,,,325,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/23/2021,,,,,9656,,,,277,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/24/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/25/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/26/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/27/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/28/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/29/2021,391643,,,,8009,1.12,,,230,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/30/2021,,,,,9197,,,,264,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,1/31/2021,,,,,10385,,,,298,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/1/2021,440618,,,,11573,1.27,,,332,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/2/2021,,,,,10489,,,,301,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/3/2021,,,,,9406,,,,270,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/4/2021,,,,,8322,,,,239,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/5/2021,,,,,7238,,,,208,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/6/2021,,,,,4966,,,,143,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/7/2021,443153,,,,2694,1.27,,,77,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/8/2021,,,,,409,,,,12,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/9/2021,,,,,396,,,,11,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/10/2021,,,,,382,,,,11,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/11/2021,444465,,,,368,1.28,,,11,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/12/2021,,,,,426,,,,12,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/13/2021,,,,,484,,,,14,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/14/2021,446940,,,,541,1.28,,,16,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/15/2021,,,,,1628,,,,47,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/16/2021,462812,,,,2715,1.33,,,78,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/17/2021,,,,,5446,,,,156,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
Saudi Arabia,SAU,2/18/2021,501710,,,,8178,1.44,,,235,Pfizer/BioNTech,Saudi Health Council,https://covid19.moh.gov.sa/
